,Tweets,Case_Folding,Data_Cleaning,Tokenize,Normalization,Stopwords,Stemming,Label,
933,b'RT @headlinebogor: Headline Nasional | KAMMI Tolak RUU TPKS dan Cabut Permendikbudristek PPKS -\nhttps://t.co/gfkVbXEetl\n#headlinebogor #kam\xe2\x80\xa6',b'rt @headlinebogor: headline nasional | kammi tolak ruu tpks dan cabut permendikbudristek ppks -\nhttps://t.co/gfkvbxeetl\n#headlinebogor #kam\xe2\x80\xa6', headline nasional kammi tolak ruu tpks dan cabut permendikbudristek ppks kam  xa,"['headline', 'nasional', 'kammi', 'tolak', 'ruu', 'tpks', 'dan', 'cabut', 'permendikbudristek', 'ppks', 'kam', 'xa']","['headline', 'nasional', 'kammi', 'tolak', 'ruu', 'tpks', 'dan', 'cabut', 'permendikbudristek', 'ppks', 'kam', 'xa']",headline nasional kammi tolak ruu tpks cabut permendikbudristek ppks kam,headline nasional kammi tolak ruu tpks cabut permendikbudristek ppks kam,0,
440,"b'RT @YogaAdrianyoga6: HTI dibubarkan, tapi underbow nya dibiarkan https://t.co/tB6TSkhmqD'","b'rt @yogaadrianyoga6: hti dibubarkan, tapi underbow nya dibiarkan https://t.co/tb6tskhmqd'", hti dibubarkan tapi underbow nya dibiarkan,"['hti', 'dibubarkan', 'tapi', 'underbow', 'nya', 'dibiarkan']","['hti', 'dibubarkan', 'tapi', 'underbow', 'nya', 'dibiarkan']",hti dibubarkan underbow nya dibiarkan,hti bubar underbow nya biar,,9
293,b'RT @muslimahnewscom: Islam juga menyiapkan sejumlah sanksi tegas dan membuat jera bagi pelanggar aturan-aturan yang sudah ditetapkan dalam\xe2\x80\xa6',b'rt @muslimahnewscom: islam juga menyiapkan sejumlah sanksi tegas dan membuat jera bagi pelanggar aturan-aturan yang sudah ditetapkan dalam\xe2\x80\xa6', islam juga menyiapkan sejumlah sanksi tegas dan membuat jera bagi pelanggar aturan aturan yang sudah ditetapkan dalam  xa,"['islam', 'juga', 'menyiapkan', 'sejumlah', 'sanksi', 'tegas', 'dan', 'membuat', 'jera', 'bagi', 'pelanggar', 'aturan', 'aturan', 'yang', 'sudah', 'ditetapkan', 'dalam', 'xa']","['islam', 'juga', 'menyiapkan', 'sejumlah', 'sanksi', 'tegas', 'dan', 'membuat', 'jera', 'bagi', 'pelanggar', 'aturan', 'aturan', 'yang', 'sudah', 'ditetapkan', 'dalam', 'xa']",islam sanksi jera pelanggar aturan aturan ditetapkan,islam sanksi jera langgar atur atur tetap,1,
4978,"b'RT @Mythicalforest: Jadi gini gaes, rumusnya sederhana:\n\nPertahankan Permendikbud PPKS, Sahkan RUU-PKS, bubarkan PKS'","b'rt @mythicalforest: jadi gini gaes, rumusnya sederhana:\n\npertahankan permendikbud ppks, sahkan ruu-pks, bubarkan pks'", jadi gini gaes rumusnya sederhana npertahankan permendikbud ppks sahkan ruu pks bubarkan pks,"['jadi', 'gini', 'gaes', 'rumusnya', 'sederhana', 'npertahankan', 'permendikbud', 'ppks', 'sahkan', 'ruu', 'pks', 'bubarkan', 'pks']","['jadi', 'gini', 'gaes', 'rumusnya', 'sederhana', 'npertahankan', 'permendikbud', 'ppks', 'sahkan', 'ruu', 'pks', 'bubarkan', 'pks']",gini gaes rumusnya sederhana npertahankan permendikbud ppks sahkan ruu pks bubarkan pks,gin gaes rumus sederhana npertahankan permendikbud ppks sahkan ruu pks bubar pks,1,
5393,"b'RT @Fatih55795635: Jika zina sudah merebak ditengah-tengah masyarakat, maka masyarakat itu menginginkan azab ditimpakan. Maka wajib menolak\xe2\x80\xa6'","b'rt @fatih55795635: jika zina sudah merebak ditengah-tengah masyarakat, maka masyarakat itu menginginkan azab ditimpakan. maka wajib menolak\xe2\x80\xa6'", jika zina sudah merebak ditengah tengah masyarakat maka masyarakat itu menginginkan azab ditimpakan maka wajib menolak  xa,"['jika', 'zina', 'sudah', 'merebak', 'ditengah', 'tengah', 'masyarakat', 'maka', 'masyarakat', 'itu', 'menginginkan', 'azab', 'ditimpakan', 'maka', 'wajib', 'menolak', 'xa']","['jika', 'zina', 'sudah', 'merebak', 'ditengah', 'tengah', 'masyarakat', 'maka', 'masyarakat', 'itu', 'menginginkan', 'azab', 'ditimpakan', 'maka', 'wajib', 'menolak', 'xa']",zina merebak ditengah masyarakat masyarakat azab ditimpakan wajib menolak,zina rebak tengah masyarakat masyarakat azab timpa wajib tolak,0,
5361,"b'RT @Les_1453: Jika zina sudah merebak ditengah-tengah masyarakat, maka masyarakat itu menginginkan azab ditimpakan. Maka wajib menolak Perm\xe2\x80\xa6'","b'rt @les_1453: jika zina sudah merebak ditengah-tengah masyarakat, maka masyarakat itu menginginkan azab ditimpakan. maka wajib menolak perm\xe2\x80\xa6'", jika zina sudah merebak ditengah tengah masyarakat maka masyarakat itu menginginkan azab ditimpakan maka wajib menolak perm  xa,"['jika', 'zina', 'sudah', 'merebak', 'ditengah', 'tengah', 'masyarakat', 'maka', 'masyarakat', 'itu', 'menginginkan', 'azab', 'ditimpakan', 'maka', 'wajib', 'menolak', 'perm', 'xa']","['jika', 'zina', 'sudah', 'merebak', 'ditengah', 'tengah', 'masyarakat', 'maka', 'masyarakat', 'itu', 'menginginkan', 'azab', 'ditimpakan', 'maka', 'wajib', 'menolak', 'perm', 'xa']",zina merebak ditengah masyarakat masyarakat azab ditimpakan wajib menolak perm,zina rebak tengah masyarakat masyarakat azab timpa wajib tolak perm,0,
5392,"b'RT @ABujadhna: #Kaffah \xe2\x80\x94 Menilik isi Permen PPKS, tampak jelas pertentangannya dengan ajaran Islam dan membahayakan umat. Permen ini, jika\xe2\x80\xa6'","b'rt @abujadhna: #kaffah \xe2\x80\x94 menilik isi permen ppks, tampak jelas pertentangannya dengan ajaran islam dan membahayakan umat. permen ini, jika\xe2\x80\xa6'", kaffah  menilik isi permen ppks tampak jelas pertentangannya dengan ajaran islam dan membahayakan umat permen ini jika  xa,"['kaffah', 'menilik', 'isi', 'permen', 'ppks', 'tampak', 'jelas', 'pertentangannya', 'dengan', 'ajaran', 'islam', 'dan', 'membahayakan', 'umat', 'permen', 'ini', 'jika', 'xa']","['kaffah', 'menilik', 'isi', 'permen', 'ppks', 'tampak', 'jelas', 'pertentangannya', 'dengan', 'ajaran', 'islam', 'dan', 'membahayakan', 'umat', 'permen', 'ini', 'jika', 'xa']",kaffah menilik isi permen ppks pertentangannya ajaran islam membahayakan umat permen,kaffah tilik isi permen ppks tentang ajar islam bahaya umat permen,0,
5375,"b'RT @fahriajaoke: @AREAJULID Kalo menurutku kebanyakan yang kontra itu sebenarnya salah mengartikan tentang ""tanpa persetujuan"" padahal yang\xe2\x80\xa6'","b'rt @fahriajaoke: @areajulid kalo menurutku kebanyakan yang kontra itu sebenarnya salah mengartikan tentang ""tanpa persetujuan"" padahal yang\xe2\x80\xa6'", kalo menurutku kebanyakan yang kontra itu sebenarnya salah mengartikan tentang tanpa persetujuan padahal yang  xa,"['kalo', 'menurutku', 'kebanyakan', 'yang', 'kontra', 'itu', 'sebenarnya', 'salah', 'mengartikan', 'tentang', 'tanpa', 'persetujuan', 'padahal', 'yang', 'xa']","['kalo', 'menurutku', 'kebanyakan', 'yang', 'kontra', 'itu', 'sebenarnya', 'salah', 'mengartikan', 'tentang', 'tanpa', 'persetujuan', 'padahal', 'yang', 'xa']",kalo menurutku kebanyakan kontra salah mengartikan persetujuan,kalo turut banyak kontra salah arti tuju,0,
691,b'RT @Arenduhh: KAMMI Daerah Gelar Aksi Tolak Permendikbud PPKS\nhttps://t.co/QnRqEJUTxq https://t.co/Dy2w8qothG',b'rt @arenduhh: kammi daerah gelar aksi tolak permendikbud ppks\nhttps://t.co/qnrqejutxq https://t.co/dy2w8qothg', kammi daerah gelar aksi tolak permendikbud ppks,"['kammi', 'daerah', 'gelar', 'aksi', 'tolak', 'permendikbud', 'ppks']","['kammi', 'daerah', 'gelar', 'aksi', 'tolak', 'permendikbud', 'ppks']",kammi daerah gelar aksi tolak permendikbud ppks,kammi daerah gelar aksi tolak permendikbud ppks,0,
5,"b'RT @ravenmarsky: ""Kekerasan/paksaan adalah perbuatan yang dilakukan tanpa persetujuan korban. Kalau kata \'persetujuan\' dihapus, bagaimana m\xe2\x80\xa6'","b'rt @ravenmarsky: ""kekerasan/paksaan adalah perbuatan yang dilakukan tanpa persetujuan korban. kalau kata \'persetujuan\' dihapus, bagaimana m\xe2\x80\xa6'", kekerasan paksaan adalah perbuatan yang dilakukan tanpa persetujuan korban kalau kata persetujuan dihapus bagaimana  xa,"['kekerasan', 'paksaan', 'adalah', 'perbuatan', 'yang', 'dilakukan', 'tanpa', 'persetujuan', 'korban', 'kalau', 'kata', 'persetujuan', 'dihapus', 'bagaimana', 'xa']","['kekerasan', 'paksaan', 'adalah', 'perbuatan', 'yang', 'dilakukan', 'tanpa', 'persetujuan', 'korban', 'kalau', 'kata', 'persetujuan', 'dihapus', 'bagaimana', 'xa']",kekerasan paksaan perbuatan persetujuan korban persetujuan dihapus,keras paksa buat tuju korban tuju hapus,,9
10,b'RT @Kemenag_RI: Kementerian Agama mendukung kebijakan Kemendikbud Ristek terkait Pencegahan dan Penanganan Kekerasan Seksual (PPKS) di ling\xe2\x80\xa6',b'rt @kemenag_ri: kementerian agama mendukung kebijakan kemendikbud ristek terkait pencegahan dan penanganan kekerasan seksual (ppks) di ling\xe2\x80\xa6', kementerian agama mendukung kebijakan kemendikbud ristek terkait pencegahan dan penanganan kekerasan seksual ppks di ling  xa,"['kementerian', 'agama', 'mendukung', 'kebijakan', 'kemendikbud', 'ristek', 'terkait', 'pencegahan', 'dan', 'penanganan', 'kekerasan', 'seksual', 'ppks', 'di', 'ling', 'xa']","['kementerian', 'agama', 'mendukung', 'kebijakan', 'kemendikbud', 'ristek', 'terkait', 'pencegahan', 'dan', 'penanganan', 'kekerasan', 'seksual', 'ppks', 'di', 'ling', 'xa']",kementerian agama mendukung kebijakan kemendikbud ristek terkait pencegahan penanganan kekerasan seksual ppks ling,menteri agama dukung bijak kemendikbud ristek kait cegah tangan keras seksual ppks ling,1,
1040,"b'RT @PPKS_ID: Kepala PPKS, Bapak Dr. M. Edwin Syahputra Lubis bersama Kepala Bagian Penelitian PPKS, Bapak Dr. Agus Susanto dan dua Peneliti\xe2\x80\xa6'","b'rt @ppks_id: kepala ppks, bapak dr. m. edwin syahputra lubis bersama kepala bagian penelitian ppks, bapak dr. agus susanto dan dua peneliti\xe2\x80\xa6'", kepala ppks bapak dr edwin syahputra lubis bersama kepala bagian penelitian ppks bapak dr agus susanto dan dua peneliti  xa,"['kepala', 'ppks', 'bapak', 'dr', 'edwin', 'syahputra', 'lubis', 'bersama', 'kepala', 'bagian', 'penelitian', 'ppks', 'bapak', 'dr', 'agus', 'susanto', 'dan', 'dua', 'peneliti', 'xa']","['kepala', 'ppks', 'bapak', 'dr', 'edwin', 'syahputra', 'lubis', 'bersama', 'kepala', 'bagian', 'penelitian', 'ppks', 'bapak', 'dr', 'agus', 'susanto', 'dan', 'dua', 'peneliti', 'xa']",kepala ppks dr edwin syahputra lubis kepala penelitian ppks dr agus susanto peneliti,kepala ppks dr edwin syahputra lubis kepala teliti ppks dr agus susanto teliti,,9
4,"b'RT @RinduSyariahid: #KomentarPolitik\n\nKontra PPKS Harus Dikaji!\n\nOleh : Ria Nurvika Ginting, SH., MH.\n\nSelengkapnya di https://t.co/MzLjJRu\xe2\x80\xa6'","b'rt @rindusyariahid: #komentarpolitik\n\nkontra ppks harus dikaji!\n\noleh : ria nurvika ginting, sh., mh.\n\nselengkapnya di https://t.co/mzljjru\xe2\x80\xa6'", komentarpolitik nkontra ppks harus dikaji noleh ria nurvika ginting sh mh nselengkapnya di,"['komentarpolitik', 'nkontra', 'ppks', 'harus', 'dikaji', 'noleh', 'ria', 'nurvika', 'ginting', 'sh', 'mh', 'nselengkapnya', 'di']","['komentarpolitik', 'nkontra', 'ppks', 'harus', 'dikaji', 'noleh', 'ria', 'nurvika', 'ginting', 'sh', 'mh', 'nselengkapnya', 'di']",komentarpolitik nkontra ppks dikaji noleh ria nurvika ginting sh mh nselengkapnya,komentarpolitik nkontra ppks kaji noleh ria nurvika ginting sh mh nselengkapnya,0,
5429,b'RT @MCAOps: Kongres Pemuda Indonesia (KPI) akan melayangkan somasi kepada Kemendikbud Ristek RI terkait Permendikbud Nomor 30 tahun 2021 te\xe2\x80\xa6',b'rt @mcaops: kongres pemuda indonesia (kpi) akan melayangkan somasi kepada kemendikbud ristek ri terkait permendikbud nomor 30 tahun 2021 te\xe2\x80\xa6', kongres pemuda indonesia kpi akan melayangkan somasi kepada kemendikbud ristek ri terkait permendikbud nomor tahun te  xa,"['kongres', 'pemuda', 'indonesia', 'kpi', 'akan', 'melayangkan', 'somasi', 'kepada', 'kemendikbud', 'ristek', 'ri', 'terkait', 'permendikbud', 'nomor', 'tahun', 'te', 'xa']","['kongres', 'pemuda', 'indonesia', 'kpi', 'akan', 'melayangkan', 'somasi', 'kepada', 'kemendikbud', 'ristek', 'ri', 'terkait', 'permendikbud', 'nomor', 'tahun', 'te', 'xa']",kongres pemuda indonesia kpi melayangkan somasi kemendikbud ristek ri terkait permendikbud nomor te,kongres pemuda indonesia kpi layang somasi kemendikbud ristek ri kait permendikbud nomor te,1,
247,b'RT @muslimahnewscom: Kritikan tersebut terkait dengan Permendikbudristek Nomor 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Se\xe2\x80\xa6',b'rt @muslimahnewscom: kritikan tersebut terkait dengan permendikbudristek nomor 30 tahun 2021 tentang pencegahan dan penanganan kekerasan se\xe2\x80\xa6', kritikan tersebut terkait dengan permendikbudristek nomor tahun tentang pencegahan dan penanganan kekerasan se  xa,"['kritikan', 'tersebut', 'terkait', 'dengan', 'permendikbudristek', 'nomor', 'tahun', 'tentang', 'pencegahan', 'dan', 'penanganan', 'kekerasan', 'se', 'xa']","['kritikan', 'tersebut', 'terkait', 'dengan', 'permendikbudristek', 'nomor', 'tahun', 'tentang', 'pencegahan', 'dan', 'penanganan', 'kekerasan', 'se', 'xa']",kritikan terkait permendikbudristek nomor pencegahan penanganan kekerasan,kritik kait permendikbudristek nomor cegah tangan keras,1,
1095,b'RT @kyo_shiro007: @catchmeupid Lebih jelas stelah liat di podcast om dedy. Ad mas nadiem ma cinta laura jg. Poin utama mengacu pada maksud\xe2\x80\xa6',b'rt @kyo_shiro007: @catchmeupid lebih jelas stelah liat di podcast om dedy. ad mas nadiem ma cinta laura jg. poin utama mengacu pada maksud\xe2\x80\xa6', lebih jelas stelah liat di podcast om dedy ad mas nadiem ma cinta laura jg poin utama mengacu pada maksud  xa,"['lebih', 'jelas', 'stelah', 'liat', 'di', 'podcast', 'om', 'dedy', 'ad', 'mas', 'nadiem', 'ma', 'cinta', 'laura', 'jg', 'poin', 'utama', 'mengacu', 'pada', 'maksud', 'xa']","['lebih', 'jelas', 'stelah', 'liat', 'di', 'podcast', 'om', 'dedy', 'ad', 'mas', 'nadiem', 'ma', 'cinta', 'laura', 'jg', 'poin', 'utama', 'mengacu', 'pada', 'maksud', 'xa']",stelah liat podcast om dedy ad mas nadiem ma cinta laura jg poin utama mengacu maksud,stelah liat podcast om dedy ad mas nadiem ma cinta laura jg poin utama acu maksud,1,
606,"b'RT @SammiSoh: Lihat generasi muda kita sekarang.\n\nGegara policy SBY NoEnemyPolicy, radikalisme dibiarkan tumbuh subur sehingga mahasiswa2 i\xe2\x80\xa6'","b'rt @sammisoh: lihat generasi muda kita sekarang.\n\ngegara policy sby noenemypolicy, radikalisme dibiarkan tumbuh subur sehingga mahasiswa2 i\xe2\x80\xa6'", lihat generasi muda kita sekarang ngegara policy sby noenemypolicy radikalisme dibiarkan tumbuh subur sehingga mahasiswa  xa,"['lihat', 'generasi', 'muda', 'kita', 'sekarang', 'ngegara', 'policy', 'sby', 'noenemypolicy', 'radikalisme', 'dibiarkan', 'tumbuh', 'subur', 'sehingga', 'mahasiswa', 'xa']","['lihat', 'generasi', 'muda', 'kita', 'sekarang', 'ngegara', 'policy', 'sby', 'noenemypolicy', 'radikalisme', 'dibiarkan', 'tumbuh', 'subur', 'sehingga', 'mahasiswa', 'xa']",lihat generasi muda ngegara policy sby noenemypolicy radikalisme dibiarkan tumbuh subur mahasiswa,lihat generasi muda ngegara policy sby noenemypolicy radikalisme biar tumbuh subur mahasiswa,,9
4383,b'RT @airakusumas: Liputan @temponewsroom menulis tentang kasus Kekerasan Seksual di Lingkungan Kampus. Salah satunya dilakukan oleh Guru Bes\xe2\x80\xa6',b'rt @airakusumas: liputan @temponewsroom menulis tentang kasus kekerasan seksual di lingkungan kampus. salah satunya dilakukan oleh guru bes\xe2\x80\xa6', liputan menulis tentang kasus kekerasan seksual di lingkungan kampus salah satunya dilakukan oleh guru bes  xa,"['liputan', 'menulis', 'tentang', 'kasus', 'kekerasan', 'seksual', 'di', 'lingkungan', 'kampus', 'salah', 'satunya', 'dilakukan', 'oleh', 'guru', 'bes', 'xa']","['liputan', 'menulis', 'tentang', 'kasus', 'kekerasan', 'seksual', 'di', 'lingkungan', 'kampus', 'salah', 'satunya', 'dilakukan', 'oleh', 'guru', 'bes', 'xa']",liputan menulis kekerasan seksual lingkungan kampus salah satunya guru bes,liput tulis keras seksual lingkung kampus salah satu guru bes,0,
797,"b'RT @kisbet_: Mahasiswa di Medan Demo Dukung Khilafah, Tuding Permendikbud PPKS Thogut https://t.co/rBX1UvXufv'","b'rt @kisbet_: mahasiswa di medan demo dukung khilafah, tuding permendikbud ppks thogut https://t.co/rbx1uvxufv'", mahasiswa di medan demo dukung khilafah tuding permendikbud ppks thogut,"['mahasiswa', 'di', 'medan', 'demo', 'dukung', 'khilafah', 'tuding', 'permendikbud', 'ppks', 'thogut']","['mahasiswa', 'di', 'medan', 'demo', 'dukung', 'khilafah', 'tuding', 'permendikbud', 'ppks', 'thogut']",mahasiswa medan demo dukung khilafah tuding permendikbud ppks thogut,mahasiswa medan demo dukung khilafah tuding permendikbud ppks thogut,0,
202,"b'RT @cecan_geulis: Mendikbud Ristek @nadiemmakarim menegaskan, ruang lingkup Peraturan Mendikbud Ristek (Permendikbud Ristek) Nomor 30 Tahun\xe2\x80\xa6'","b'rt @cecan_geulis: mendikbud ristek @nadiemmakarim menegaskan, ruang lingkup peraturan mendikbud ristek (permendikbud ristek) nomor 30 tahun\xe2\x80\xa6'", mendikbud ristek menegaskan ruang lingkup peraturan mendikbud ristek permendikbud ristek nomor tahun  xa,"['mendikbud', 'ristek', 'menegaskan', 'ruang', 'lingkup', 'peraturan', 'mendikbud', 'ristek', 'permendikbud', 'ristek', 'nomor', 'tahun', 'xa']","['mendikbud', 'ristek', 'menegaskan', 'ruang', 'lingkup', 'peraturan', 'mendikbud', 'ristek', 'permendikbud', 'ristek', 'nomor', 'tahun', 'xa']",mendikbud ristek ruang lingkup peraturan mendikbud ristek permendikbud ristek nomor,mendikbud ristek ruang lingkup atur mendikbud ristek permendikbud ristek nomor,1,
165,"b'RT @muslimahnewscom: Mendikbudristek Nadiem Makarim, mengatakan Permen PPKS ini memang \xe2\x80\x9chanya\xe2\x80\x9d mengatur terkait kekerasan seksual, tetapi t\xe2\x80\xa6'","b'rt @muslimahnewscom: mendikbudristek nadiem makarim, mengatakan permen ppks ini memang \xe2\x80\x9chanya\xe2\x80\x9d mengatur terkait kekerasan seksual, tetapi t\xe2\x80\xa6'", mendikbudristek nadiem makarim mengatakan permen ppks ini memang  chanya  mengatur terkait kekerasan seksual tetapi  xa,"['mendikbudristek', 'nadiem', 'makarim', 'mengatakan', 'permen', 'ppks', 'ini', 'memang', 'chanya', 'mengatur', 'terkait', 'kekerasan', 'seksual', 'tetapi', 'xa']","['mendikbudristek', 'nadiem', 'makarim', 'mengatakan', 'permen', 'ppks', 'ini', 'memang', 'chanya', 'mengatur', 'terkait', 'kekerasan', 'seksual', 'tetapi', 'xa']",mendikbudristek nadiem makarim permen ppks chanya mengatur terkait kekerasan seksual,mendikbudristek nadiem makarim permen ppks chanya atur kait keras seksual,1,
9,b'RT @LBHBWCC: Mendukung Permendikbud Ristek 30/2021 tentang PPKS di lingkungan perguruan tinggi. Permen ini menjadi langkah awal untuk melaw\xe2\x80\xa6',b'rt @lbhbwcc: mendukung permendikbud ristek 30/2021 tentang ppks di lingkungan perguruan tinggi. permen ini menjadi langkah awal untuk melaw\xe2\x80\xa6', mendukung permendikbud ristek tentang ppks di lingkungan perguruan tinggi permen ini menjadi langkah awal untuk melaw  xa,"['mendukung', 'permendikbud', 'ristek', 'tentang', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'permen', 'ini', 'menjadi', 'langkah', 'awal', 'untuk', 'melaw', 'xa']","['mendukung', 'permendikbud', 'ristek', 'tentang', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'permen', 'ini', 'menjadi', 'langkah', 'awal', 'untuk', 'melaw', 'xa']",mendukung permendikbud ristek ppks lingkungan perguruan permen langkah melaw,dukung permendikbud ristek ppks lingkung guru permen langkah melaw,1,
4983,"b'RT @voidotid: Menteri Pendidikan, Kebudayaan, Riset dan Teknologi (Mendikbudristek) Nadiem Makarim menyambangi PBNU untuk memberi klarifika\xe2\x80\xa6'","b'rt @voidotid: menteri pendidikan, kebudayaan, riset dan teknologi (mendikbudristek) nadiem makarim menyambangi pbnu untuk memberi klarifika\xe2\x80\xa6'", menteri pendidikan kebudayaan riset dan teknologi mendikbudristek nadiem makarim menyambangi pbnu untuk memberi klarifika  xa,"['menteri', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'mendikbudristek', 'nadiem', 'makarim', 'menyambangi', 'pbnu', 'untuk', 'memberi', 'klarifika', 'xa']","['menteri', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'mendikbudristek', 'nadiem', 'makarim', 'menyambangi', 'pbnu', 'untuk', 'memberi', 'klarifika', 'xa']",menteri pendidikan kebudayaan riset teknologi mendikbudristek nadiem makarim menyambangi pbnu klarifika,menteri didik budaya riset teknologi mendikbudristek nadiem makarim sambang pbnu klarifika,1,
45,b'RT @NadinHang: Menurut Mendikbud Ristek Nadiem Makarim\nsejumlah pihak masih salah mengartikan isi dari peraturan terkait pencegahan dan pen\xe2\x80\xa6',b'rt @nadinhang: menurut mendikbud ristek nadiem makarim\nsejumlah pihak masih salah mengartikan isi dari peraturan terkait pencegahan dan pen\xe2\x80\xa6', menurut mendikbud ristek nadiem makarim nsejumlah pihak masih salah mengartikan isi dari peraturan terkait pencegahan dan pen  xa,"['menurut', 'mendikbud', 'ristek', 'nadiem', 'makarim', 'nsejumlah', 'pihak', 'masih', 'salah', 'mengartikan', 'isi', 'dari', 'peraturan', 'terkait', 'pencegahan', 'dan', 'pen', 'xa']","['menurut', 'mendikbud', 'ristek', 'nadiem', 'makarim', 'nsejumlah', 'pihak', 'masih', 'salah', 'mengartikan', 'isi', 'dari', 'peraturan', 'terkait', 'pencegahan', 'dan', 'pen', 'xa']",mendikbud ristek nadiem makarim nsejumlah salah mengartikan isi peraturan terkait pencegahan pen,mendikbud ristek nadiem makarim nsejumlah salah arti isi atur kait cegah pen,1,
