No,Tweets,Case_Folding,Data_Cleaning,Tokenize,Normalization,Stopwords,Stemming,Label
5375,"b'RT @fahriajaoke: @AREAJULID Kalo menurutku kebanyakan yang kontra itu sebenarnya salah mengartikan tentang ""tanpa persetujuan"" padahal yang\xe2\x80\xa6'","b'rt @fahriajaoke: @areajulid kalo menurutku kebanyakan yang kontra itu sebenarnya salah mengartikan tentang ""tanpa persetujuan"" padahal yang\xe2\x80\xa6'", kalo menurutku kebanyakan yang kontra itu sebenarnya salah mengartikan tentang tanpa persetujuan padahal yang  xa,"['kalo', 'menurutku', 'kebanyakan', 'yang', 'kontra', 'itu', 'sebenarnya', 'salah', 'mengartikan', 'tentang', 'tanpa', 'persetujuan', 'padahal', 'yang', 'xa']","['kalo', 'menurutku', 'kebanyakan', 'yang', 'kontra', 'itu', 'sebenarnya', 'salah', 'mengartikan', 'tentang', 'tanpa', 'persetujuan', 'padahal', 'yang', 'xa']",kalo menurutku kebanyakan kontra salah mengartikan persetujuan,kalo turut banyak kontra salah arti tuju,0
691,b'RT @Arenduhh: KAMMI Daerah Gelar Aksi Tolak Permendikbud PPKS\nhttps://t.co/QnRqEJUTxq https://t.co/Dy2w8qothG',b'rt @arenduhh: kammi daerah gelar aksi tolak permendikbud ppks\nhttps://t.co/qnrqejutxq https://t.co/dy2w8qothg', kammi daerah gelar aksi tolak permendikbud ppks,"['kammi', 'daerah', 'gelar', 'aksi', 'tolak', 'permendikbud', 'ppks']","['kammi', 'daerah', 'gelar', 'aksi', 'tolak', 'permendikbud', 'ppks']",kammi daerah gelar aksi tolak permendikbud ppks,kammi daerah gelar aksi tolak permendikbud ppks,0
5,"b'RT @ravenmarsky: ""Kekerasan/paksaan adalah perbuatan yang dilakukan tanpa persetujuan korban. Kalau kata \'persetujuan\' dihapus, bagaimana m\xe2\x80\xa6'","b'rt @ravenmarsky: ""kekerasan/paksaan adalah perbuatan yang dilakukan tanpa persetujuan korban. kalau kata \'persetujuan\' dihapus, bagaimana m\xe2\x80\xa6'", kekerasan paksaan adalah perbuatan yang dilakukan tanpa persetujuan korban kalau kata persetujuan dihapus bagaimana  xa,"['kekerasan', 'paksaan', 'adalah', 'perbuatan', 'yang', 'dilakukan', 'tanpa', 'persetujuan', 'korban', 'kalau', 'kata', 'persetujuan', 'dihapus', 'bagaimana', 'xa']","['kekerasan', 'paksaan', 'adalah', 'perbuatan', 'yang', 'dilakukan', 'tanpa', 'persetujuan', 'korban', 'kalau', 'kata', 'persetujuan', 'dihapus', 'bagaimana', 'xa']",kekerasan paksaan perbuatan persetujuan korban persetujuan dihapus,keras paksa buat tuju korban tuju hapus,1
10,b'RT @Kemenag_RI: Kementerian Agama mendukung kebijakan Kemendikbud Ristek terkait Pencegahan dan Penanganan Kekerasan Seksual (PPKS) di ling\xe2\x80\xa6',b'rt @kemenag_ri: kementerian agama mendukung kebijakan kemendikbud ristek terkait pencegahan dan penanganan kekerasan seksual (ppks) di ling\xe2\x80\xa6', kementerian agama mendukung kebijakan kemendikbud ristek terkait pencegahan dan penanganan kekerasan seksual ppks di ling  xa,"['kementerian', 'agama', 'mendukung', 'kebijakan', 'kemendikbud', 'ristek', 'terkait', 'pencegahan', 'dan', 'penanganan', 'kekerasan', 'seksual', 'ppks', 'di', 'ling', 'xa']","['kementerian', 'agama', 'mendukung', 'kebijakan', 'kemendikbud', 'ristek', 'terkait', 'pencegahan', 'dan', 'penanganan', 'kekerasan', 'seksual', 'ppks', 'di', 'ling', 'xa']",kementerian agama mendukung kebijakan kemendikbud ristek terkait pencegahan penanganan kekerasan seksual ppks ling,menteri agama dukung bijak kemendikbud ristek kait cegah tangan keras seksual ppks ling,1
1040,"b'RT @PPKS_ID: Kepala PPKS, Bapak Dr. M. Edwin Syahputra Lubis bersama Kepala Bagian Penelitian PPKS, Bapak Dr. Agus Susanto dan dua Peneliti\xe2\x80\xa6'","b'rt @ppks_id: kepala ppks, bapak dr. m. edwin syahputra lubis bersama kepala bagian penelitian ppks, bapak dr. agus susanto dan dua peneliti\xe2\x80\xa6'", kepala ppks bapak dr edwin syahputra lubis bersama kepala bagian penelitian ppks bapak dr agus susanto dan dua peneliti  xa,"['kepala', 'ppks', 'bapak', 'dr', 'edwin', 'syahputra', 'lubis', 'bersama', 'kepala', 'bagian', 'penelitian', 'ppks', 'bapak', 'dr', 'agus', 'susanto', 'dan', 'dua', 'peneliti', 'xa']","['kepala', 'ppks', 'bapak', 'dr', 'edwin', 'syahputra', 'lubis', 'bersama', 'kepala', 'bagian', 'penelitian', 'ppks', 'bapak', 'dr', 'agus', 'susanto', 'dan', 'dua', 'peneliti', 'xa']",kepala ppks dr edwin syahputra lubis kepala penelitian ppks dr agus susanto peneliti,kepala ppks dr edwin syahputra lubis kepala teliti ppks dr agus susanto teliti,1
4,"b'RT @RinduSyariahid: #KomentarPolitik\n\nKontra PPKS Harus Dikaji!\n\nOleh : Ria Nurvika Ginting, SH., MH.\n\nSelengkapnya di https://t.co/MzLjJRu\xe2\x80\xa6'","b'rt @rindusyariahid: #komentarpolitik\n\nkontra ppks harus dikaji!\n\noleh : ria nurvika ginting, sh., mh.\n\nselengkapnya di https://t.co/mzljjru\xe2\x80\xa6'", komentarpolitik nkontra ppks harus dikaji noleh ria nurvika ginting sh mh nselengkapnya di,"['komentarpolitik', 'nkontra', 'ppks', 'harus', 'dikaji', 'noleh', 'ria', 'nurvika', 'ginting', 'sh', 'mh', 'nselengkapnya', 'di']","['komentarpolitik', 'nkontra', 'ppks', 'harus', 'dikaji', 'noleh', 'ria', 'nurvika', 'ginting', 'sh', 'mh', 'nselengkapnya', 'di']",komentarpolitik nkontra ppks dikaji noleh ria nurvika ginting sh mh nselengkapnya,komentarpolitik nkontra ppks kaji noleh ria nurvika ginting sh mh nselengkapnya,0
5429,b'RT @MCAOps: Kongres Pemuda Indonesia (KPI) akan melayangkan somasi kepada Kemendikbud Ristek RI terkait Permendikbud Nomor 30 tahun 2021 te\xe2\x80\xa6',b'rt @mcaops: kongres pemuda indonesia (kpi) akan melayangkan somasi kepada kemendikbud ristek ri terkait permendikbud nomor 30 tahun 2021 te\xe2\x80\xa6', kongres pemuda indonesia kpi akan melayangkan somasi kepada kemendikbud ristek ri terkait permendikbud nomor tahun te  xa,"['kongres', 'pemuda', 'indonesia', 'kpi', 'akan', 'melayangkan', 'somasi', 'kepada', 'kemendikbud', 'ristek', 'ri', 'terkait', 'permendikbud', 'nomor', 'tahun', 'te', 'xa']","['kongres', 'pemuda', 'indonesia', 'kpi', 'akan', 'melayangkan', 'somasi', 'kepada', 'kemendikbud', 'ristek', 'ri', 'terkait', 'permendikbud', 'nomor', 'tahun', 'te', 'xa']",kongres pemuda indonesia kpi melayangkan somasi kemendikbud ristek ri terkait permendikbud nomor te,kongres pemuda indonesia kpi layang somasi kemendikbud ristek ri kait permendikbud nomor te,1
247,b'RT @muslimahnewscom: Kritikan tersebut terkait dengan Permendikbudristek Nomor 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Se\xe2\x80\xa6',b'rt @muslimahnewscom: kritikan tersebut terkait dengan permendikbudristek nomor 30 tahun 2021 tentang pencegahan dan penanganan kekerasan se\xe2\x80\xa6', kritikan tersebut terkait dengan permendikbudristek nomor tahun tentang pencegahan dan penanganan kekerasan se  xa,"['kritikan', 'tersebut', 'terkait', 'dengan', 'permendikbudristek', 'nomor', 'tahun', 'tentang', 'pencegahan', 'dan', 'penanganan', 'kekerasan', 'se', 'xa']","['kritikan', 'tersebut', 'terkait', 'dengan', 'permendikbudristek', 'nomor', 'tahun', 'tentang', 'pencegahan', 'dan', 'penanganan', 'kekerasan', 'se', 'xa']",kritikan terkait permendikbudristek nomor pencegahan penanganan kekerasan,kritik kait permendikbudristek nomor cegah tangan keras,1
1095,b'RT @kyo_shiro007: @catchmeupid Lebih jelas stelah liat di podcast om dedy. Ad mas nadiem ma cinta laura jg. Poin utama mengacu pada maksud\xe2\x80\xa6',b'rt @kyo_shiro007: @catchmeupid lebih jelas stelah liat di podcast om dedy. ad mas nadiem ma cinta laura jg. poin utama mengacu pada maksud\xe2\x80\xa6', lebih jelas stelah liat di podcast om dedy ad mas nadiem ma cinta laura jg poin utama mengacu pada maksud  xa,"['lebih', 'jelas', 'stelah', 'liat', 'di', 'podcast', 'om', 'dedy', 'ad', 'mas', 'nadiem', 'ma', 'cinta', 'laura', 'jg', 'poin', 'utama', 'mengacu', 'pada', 'maksud', 'xa']","['lebih', 'jelas', 'stelah', 'liat', 'di', 'podcast', 'om', 'dedy', 'ad', 'mas', 'nadiem', 'ma', 'cinta', 'laura', 'jg', 'poin', 'utama', 'mengacu', 'pada', 'maksud', 'xa']",stelah liat podcast om dedy ad mas nadiem ma cinta laura jg poin utama mengacu maksud,stelah liat podcast om dedy ad mas nadiem ma cinta laura jg poin utama acu maksud,1
606,"b'RT @SammiSoh: Lihat generasi muda kita sekarang.\n\nGegara policy SBY NoEnemyPolicy, radikalisme dibiarkan tumbuh subur sehingga mahasiswa2 i\xe2\x80\xa6'","b'rt @sammisoh: lihat generasi muda kita sekarang.\n\ngegara policy sby noenemypolicy, radikalisme dibiarkan tumbuh subur sehingga mahasiswa2 i\xe2\x80\xa6'", lihat generasi muda kita sekarang ngegara policy sby noenemypolicy radikalisme dibiarkan tumbuh subur sehingga mahasiswa  xa,"['lihat', 'generasi', 'muda', 'kita', 'sekarang', 'ngegara', 'policy', 'sby', 'noenemypolicy', 'radikalisme', 'dibiarkan', 'tumbuh', 'subur', 'sehingga', 'mahasiswa', 'xa']","['lihat', 'generasi', 'muda', 'kita', 'sekarang', 'ngegara', 'policy', 'sby', 'noenemypolicy', 'radikalisme', 'dibiarkan', 'tumbuh', 'subur', 'sehingga', 'mahasiswa', 'xa']",lihat generasi muda ngegara policy sby noenemypolicy radikalisme dibiarkan tumbuh subur mahasiswa,lihat generasi muda ngegara policy sby noenemypolicy radikalisme biar tumbuh subur mahasiswa,0
4383,b'RT @airakusumas: Liputan @temponewsroom menulis tentang kasus Kekerasan Seksual di Lingkungan Kampus. Salah satunya dilakukan oleh Guru Bes\xe2\x80\xa6',b'rt @airakusumas: liputan @temponewsroom menulis tentang kasus kekerasan seksual di lingkungan kampus. salah satunya dilakukan oleh guru bes\xe2\x80\xa6', liputan menulis tentang kasus kekerasan seksual di lingkungan kampus salah satunya dilakukan oleh guru bes  xa,"['liputan', 'menulis', 'tentang', 'kasus', 'kekerasan', 'seksual', 'di', 'lingkungan', 'kampus', 'salah', 'satunya', 'dilakukan', 'oleh', 'guru', 'bes', 'xa']","['liputan', 'menulis', 'tentang', 'kasus', 'kekerasan', 'seksual', 'di', 'lingkungan', 'kampus', 'salah', 'satunya', 'dilakukan', 'oleh', 'guru', 'bes', 'xa']",liputan menulis kekerasan seksual lingkungan kampus salah satunya guru bes,liput tulis keras seksual lingkung kampus salah satu guru bes,0
797,"b'RT @kisbet_: Mahasiswa di Medan Demo Dukung Khilafah, Tuding Permendikbud PPKS Thogut https://t.co/rBX1UvXufv'","b'rt @kisbet_: mahasiswa di medan demo dukung khilafah, tuding permendikbud ppks thogut https://t.co/rbx1uvxufv'", mahasiswa di medan demo dukung khilafah tuding permendikbud ppks thogut,"['mahasiswa', 'di', 'medan', 'demo', 'dukung', 'khilafah', 'tuding', 'permendikbud', 'ppks', 'thogut']","['mahasiswa', 'di', 'medan', 'demo', 'dukung', 'khilafah', 'tuding', 'permendikbud', 'ppks', 'thogut']",mahasiswa medan demo dukung khilafah tuding permendikbud ppks thogut,mahasiswa medan demo dukung khilafah tuding permendikbud ppks thogut,0
202,"b'RT @cecan_geulis: Mendikbud Ristek @nadiemmakarim menegaskan, ruang lingkup Peraturan Mendikbud Ristek (Permendikbud Ristek) Nomor 30 Tahun\xe2\x80\xa6'","b'rt @cecan_geulis: mendikbud ristek @nadiemmakarim menegaskan, ruang lingkup peraturan mendikbud ristek (permendikbud ristek) nomor 30 tahun\xe2\x80\xa6'", mendikbud ristek menegaskan ruang lingkup peraturan mendikbud ristek permendikbud ristek nomor tahun  xa,"['mendikbud', 'ristek', 'menegaskan', 'ruang', 'lingkup', 'peraturan', 'mendikbud', 'ristek', 'permendikbud', 'ristek', 'nomor', 'tahun', 'xa']","['mendikbud', 'ristek', 'menegaskan', 'ruang', 'lingkup', 'peraturan', 'mendikbud', 'ristek', 'permendikbud', 'ristek', 'nomor', 'tahun', 'xa']",mendikbud ristek ruang lingkup peraturan mendikbud ristek permendikbud ristek nomor,mendikbud ristek ruang lingkup atur mendikbud ristek permendikbud ristek nomor,1
165,"b'RT @muslimahnewscom: Mendikbudristek Nadiem Makarim, mengatakan Permen PPKS ini memang \xe2\x80\x9chanya\xe2\x80\x9d mengatur terkait kekerasan seksual, tetapi t\xe2\x80\xa6'","b'rt @muslimahnewscom: mendikbudristek nadiem makarim, mengatakan permen ppks ini memang \xe2\x80\x9chanya\xe2\x80\x9d mengatur terkait kekerasan seksual, tetapi t\xe2\x80\xa6'", mendikbudristek nadiem makarim mengatakan permen ppks ini memang  chanya  mengatur terkait kekerasan seksual tetapi  xa,"['mendikbudristek', 'nadiem', 'makarim', 'mengatakan', 'permen', 'ppks', 'ini', 'memang', 'chanya', 'mengatur', 'terkait', 'kekerasan', 'seksual', 'tetapi', 'xa']","['mendikbudristek', 'nadiem', 'makarim', 'mengatakan', 'permen', 'ppks', 'ini', 'memang', 'chanya', 'mengatur', 'terkait', 'kekerasan', 'seksual', 'tetapi', 'xa']",mendikbudristek nadiem makarim permen ppks chanya mengatur terkait kekerasan seksual,mendikbudristek nadiem makarim permen ppks chanya atur kait keras seksual,1
9,b'RT @LBHBWCC: Mendukung Permendikbud Ristek 30/2021 tentang PPKS di lingkungan perguruan tinggi. Permen ini menjadi langkah awal untuk melaw\xe2\x80\xa6',b'rt @lbhbwcc: mendukung permendikbud ristek 30/2021 tentang ppks di lingkungan perguruan tinggi. permen ini menjadi langkah awal untuk melaw\xe2\x80\xa6', mendukung permendikbud ristek tentang ppks di lingkungan perguruan tinggi permen ini menjadi langkah awal untuk melaw  xa,"['mendukung', 'permendikbud', 'ristek', 'tentang', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'permen', 'ini', 'menjadi', 'langkah', 'awal', 'untuk', 'melaw', 'xa']","['mendukung', 'permendikbud', 'ristek', 'tentang', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'permen', 'ini', 'menjadi', 'langkah', 'awal', 'untuk', 'melaw', 'xa']",mendukung permendikbud ristek ppks lingkungan perguruan permen langkah melaw,dukung permendikbud ristek ppks lingkung guru permen langkah melaw,1
4983,"b'RT @voidotid: Menteri Pendidikan, Kebudayaan, Riset dan Teknologi (Mendikbudristek) Nadiem Makarim menyambangi PBNU untuk memberi klarifika\xe2\x80\xa6'","b'rt @voidotid: menteri pendidikan, kebudayaan, riset dan teknologi (mendikbudristek) nadiem makarim menyambangi pbnu untuk memberi klarifika\xe2\x80\xa6'", menteri pendidikan kebudayaan riset dan teknologi mendikbudristek nadiem makarim menyambangi pbnu untuk memberi klarifika  xa,"['menteri', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'mendikbudristek', 'nadiem', 'makarim', 'menyambangi', 'pbnu', 'untuk', 'memberi', 'klarifika', 'xa']","['menteri', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'mendikbudristek', 'nadiem', 'makarim', 'menyambangi', 'pbnu', 'untuk', 'memberi', 'klarifika', 'xa']",menteri pendidikan kebudayaan riset teknologi mendikbudristek nadiem makarim menyambangi pbnu klarifika,menteri didik budaya riset teknologi mendikbudristek nadiem makarim sambang pbnu klarifika,1
45,b'RT @NadinHang: Menurut Mendikbud Ristek Nadiem Makarim\nsejumlah pihak masih salah mengartikan isi dari peraturan terkait pencegahan dan pen\xe2\x80\xa6',b'rt @nadinhang: menurut mendikbud ristek nadiem makarim\nsejumlah pihak masih salah mengartikan isi dari peraturan terkait pencegahan dan pen\xe2\x80\xa6', menurut mendikbud ristek nadiem makarim nsejumlah pihak masih salah mengartikan isi dari peraturan terkait pencegahan dan pen  xa,"['menurut', 'mendikbud', 'ristek', 'nadiem', 'makarim', 'nsejumlah', 'pihak', 'masih', 'salah', 'mengartikan', 'isi', 'dari', 'peraturan', 'terkait', 'pencegahan', 'dan', 'pen', 'xa']","['menurut', 'mendikbud', 'ristek', 'nadiem', 'makarim', 'nsejumlah', 'pihak', 'masih', 'salah', 'mengartikan', 'isi', 'dari', 'peraturan', 'terkait', 'pencegahan', 'dan', 'pen', 'xa']",mendikbud ristek nadiem makarim nsejumlah salah mengartikan isi peraturan terkait pencegahan pen,mendikbud ristek nadiem makarim nsejumlah salah arti isi atur kait cegah pen,0
5417,b'RT @muslimahnewscom: MuslimahNews \xe2\x80\x93 Apakah hadirnya Permen PPKS memang bisa menjadi penyelesaian efektif dan solutif bagi problem kekerasan\xe2\x80\xa6',b'rt @muslimahnewscom: muslimahnews \xe2\x80\x93 apakah hadirnya permen ppks memang bisa menjadi penyelesaian efektif dan solutif bagi problem kekerasan\xe2\x80\xa6', muslimahnews  apakah hadirnya permen ppks memang bisa menjadi penyelesaian efektif dan solutif bagi problem kekerasan  xa,"['muslimahnews', 'apakah', 'hadirnya', 'permen', 'ppks', 'memang', 'bisa', 'menjadi', 'penyelesaian', 'efektif', 'dan', 'solutif', 'bagi', 'problem', 'kekerasan', 'xa']","['muslimahnews', 'apakah', 'hadirnya', 'permen', 'ppks', 'memang', 'bisa', 'menjadi', 'penyelesaian', 'efektif', 'dan', 'solutif', 'bagi', 'problem', 'kekerasan', 'xa']",muslimahnews hadirnya permen ppks penyelesaian efektif solutif problem kekerasan,muslimahnews hadir permen ppks selesai efektif solutif problem keras,1
5396,"b'RT @muslimahnewscom: MuslimahNews \xe2\x80\x93 Bukankah membiarkan aktivitas seksual yang dilakukan dengan persetujuan dan tanpa pemaksaan, alias zina\xe2\x80\xa6'","b'rt @muslimahnewscom: muslimahnews \xe2\x80\x93 bukankah membiarkan aktivitas seksual yang dilakukan dengan persetujuan dan tanpa pemaksaan, alias zina\xe2\x80\xa6'", muslimahnews  bukankah membiarkan aktivitas seksual yang dilakukan dengan persetujuan dan tanpa pemaksaan alias zina  xa,"['muslimahnews', 'bukankah', 'membiarkan', 'aktivitas', 'seksual', 'yang', 'dilakukan', 'dengan', 'persetujuan', 'dan', 'tanpa', 'pemaksaan', 'alias', 'zina', 'xa']","['muslimahnews', 'bukankah', 'membiarkan', 'aktivitas', 'seksual', 'yang', 'dilakukan', 'dengan', 'persetujuan', 'dan', 'tanpa', 'pemaksaan', 'alias', 'zina', 'xa']",muslimahnews membiarkan aktivitas seksual persetujuan pemaksaan alias zina,muslimahnews biar aktivitas seksual tuju paksa alias zina,0
5430,"b'RT @muslimahnewscom: MuslimahNews \xe2\x80\x93 Mari saksikan Live Discussion MuslimahNewsCom dengan tema:\n\n""Permendikbud PPKS: Alat Pengokoh Paradigma\xe2\x80\xa6'","b'rt @muslimahnewscom: muslimahnews \xe2\x80\x93 mari saksikan live discussion muslimahnewscom dengan tema:\n\n""permendikbud ppks: alat pengokoh paradigma\xe2\x80\xa6'", muslimahnews  mari saksikan live discussion muslimahnewscom dengan tema permendikbud ppks alat pengokoh paradigma  xa,"['muslimahnews', 'mari', 'saksikan', 'live', 'discussion', 'muslimahnewscom', 'dengan', 'tema', 'permendikbud', 'ppks', 'alat', 'pengokoh', 'paradigma', 'xa']","['muslimahnews', 'mari', 'saksikan', 'live', 'discussion', 'muslimahnewscom', 'dengan', 'tema', 'permendikbud', 'ppks', 'alat', 'pengokoh', 'paradigma', 'xa']",muslimahnews mari saksikan live discussion muslimahnewscom tema permendikbud ppks alat pengokoh paradigma,muslimahnews mari saksi live discussion muslimahnewscom tema permendikbud ppks alat kokoh paradigma,0
5422,b'RT @muslimahnewscom: MuslimahNews \xe2\x80\x93 Sistem Islam akan menutup celah bagi aktivitas yang mengumbar aurat atau sensualitas di tempat umum. Se\xe2\x80\xa6',b'rt @muslimahnewscom: muslimahnews \xe2\x80\x93 sistem islam akan menutup celah bagi aktivitas yang mengumbar aurat atau sensualitas di tempat umum. se\xe2\x80\xa6', muslimahnews  sistem islam akan menutup celah bagi aktivitas yang mengumbar aurat atau sensualitas di tempat umum se  xa,"['muslimahnews', 'sistem', 'islam', 'akan', 'menutup', 'celah', 'bagi', 'aktivitas', 'yang', 'mengumbar', 'aurat', 'atau', 'sensualitas', 'di', 'tempat', 'umum', 'se', 'xa']","['muslimahnews', 'sistem', 'islam', 'akan', 'menutup', 'celah', 'bagi', 'aktivitas', 'yang', 'mengumbar', 'aurat', 'atau', 'sensualitas', 'di', 'tempat', 'umum', 'se', 'xa']",muslimahnews sistem islam menutup celah aktivitas mengumbar aurat sensualitas,muslimahnews sistem islam tutup celah aktivitas umbar aurat sensualitas,1
935,b'RT @Ranisor: Nadiem: Banyak yang Salah Mengartikan Permendikbud Ristek 30/2021\n Mendikbud Ristek; sejumlah pihak masih salah mengartikan is\xe2\x80\xa6',b'rt @ranisor: nadiem: banyak yang salah mengartikan permendikbud ristek 30/2021\n mendikbud ristek; sejumlah pihak masih salah mengartikan is\xe2\x80\xa6', nadiem banyak yang salah mengartikan permendikbud ristek mendikbud ristek sejumlah pihak masih salah mengartikan is  xa,"['nadiem', 'banyak', 'yang', 'salah', 'mengartikan', 'permendikbud', 'ristek', 'mendikbud', 'ristek', 'sejumlah', 'pihak', 'masih', 'salah', 'mengartikan', 'is', 'xa']","['nadiem', 'banyak', 'yang', 'salah', 'mengartikan', 'permendikbud', 'ristek', 'mendikbud', 'ristek', 'sejumlah', 'pihak', 'masih', 'salah', 'mengartikan', 'is', 'xa']",nadiem salah mengartikan permendikbud ristek mendikbud ristek salah mengartikan is,nadiem salah arti permendikbud ristek mendikbud ristek salah arti is,0
5267,b'RT @mazzini_gsp: Nadiem Makarim bakal menurunkan akreditasi kampus yang tidak menjalankan Permendikbud Ristek nomor 30 tahun 2021 tentang P\xe2\x80\xa6',b'rt @mazzini_gsp: nadiem makarim bakal menurunkan akreditasi kampus yang tidak menjalankan permendikbud ristek nomor 30 tahun 2021 tentang p\xe2\x80\xa6', nadiem makarim bakal menurunkan akreditasi kampus yang tidak menjalankan permendikbud ristek nomor tahun tentang  xa,"['nadiem', 'makarim', 'bakal', 'menurunkan', 'akreditasi', 'kampus', 'yang', 'tidak', 'menjalankan', 'permendikbud', 'ristek', 'nomor', 'tahun', 'tentang', 'xa']","['nadiem', 'makarim', 'bakal', 'menurunkan', 'akreditasi', 'kampus', 'yang', 'tidak', 'menjalankan', 'permendikbud', 'ristek', 'nomor', 'tahun', 'tentang', 'xa']",nadiem makarim menurunkan akreditasi kampus menjalankan permendikbud ristek nomor,nadiem makarim turun akreditasi kampus jalan permendikbud ristek nomor,1
